Pair_ID,Role,Expected_Match,Baseline_Score,GraphRAG_Score,Improvement,Baseline_Correct,GraphRAG_Correct,Implicit_Skills_Count,Skill_Gaps_Count,Implicit_Skills,Skill_Gaps
1,Junior Software Engineer,True,0.7002,0.763,0.0628,True,True,198,2,"use query languages, track changes in text editing, sql server, use session border controller, operating systems, oracle relational database, kali linux, django, ibm informix, kubernetes, ml (computer programming), perl, assemble windows, vbscript, decision support systems, use databases, log transmitter readings, microsoft visual c++, create scorm packages, canvas (learning management systems), manage findable accessible interoperable and reusable data, n1ql, genomics, microwave principles, remove windshields, python (computer programming), cobol, db2, digital systems, database development tools, operate open source software, agile development, report on window damage, integrated development environment software, oversee development of software, maintain a central project repository, web based collaborative platforms, use content management system software, javascript framework, sakai, understand spoken javanese, assembly (computer programming), android (mobile operating systems), typescript, web programming, information security strategy, maintain warehouse database, internet of things, manage data, c++, operate control systems, manage several projects, manage database, fastapi, ajax, change window displays, install glass frames, wildfly, iterative development, design web-based courses, organisational policies, groovy, swift (computer programming), smart contract, filemaker (database management systems), manage ict project, maintain telephony system, apache maven, less, use markup languages, develop reporting software, maintain logistics databases, manage meteorological database, embedded systems, abap, oracle application development framework, compose description for web elements, objective-c, angular, computer programming, set up documentation control system, develop data processing applications, manage engineering project, proxy servers, manage front operations, office software, web application security threats, database management systems, project management, web services, project management methodology (pm²), mobile operating systems, microsoft access, handle helpdesk problems, docker, develop automated software tests, write javanese, develop learning curriculum, manage donor database, lisp, manage landscape design projects, world wide web consortium standards, maintain database performance, data models, sas language, manage project information, rapid application development, cisco, operate relational database management system, tools for software configuration management, style sheet languages, c#, absorb (learning management systems), apply ict system usage policies, agile project management, next.js, augmented reality, query languages, develop blockchain technology, java (computer programming), node.js, xcode, serve food in table service, manage project changes, ansible, develop with cloud services, ibm websphere, drupal, manage membership database, install operating system, database, protect window frames, manage research data, hardware architectures, javanese, use concurrent programming, design control systems, ict project management, develop instrumentation systems, wordpress, data science, ajax framework, webcms, maintain database security, develop animations, project configuration management, manage software releases, design user interface, devops, jsss, implement front-end website design, visual basic, service-oriented modelling, use scripting programming, mdx, oracle weblogic, apache tomcat, manage project metrics, nosql, resource description framework query language, types of glazing, decentralized application frameworks, operate on-board computer systems, latin, samurai web testing framework, typography, smart contract programming languages, sass, develop software prototype, manage research and development projects, coffeescript, information extraction, asp.net, hardware platforms, quality control systems, manage backlogs, design application interfaces, manipulate glass, develop financial products, set window, install windshields, japanese, use functional programming, install roof windows, cyber attack counter-measures, develop visual elements, jenkins (tools for software configuration management), react, develop digital content, property management software, php, joomla, understand written javanese, database quality standards, scala, software frameworks, prototyping development, use office systems","object-oriented programming, data structures"
2,Frontend React Developer,True,0.8435,0.7884,-0.0551,True,True,169,5,"adapt existing designs to changed circumstances, use query languages, design lighting, track changes in text editing, translate tags, create website wireframe, usability engineering, use session border controller, unified modelling language, packaging functions, differentiate types of packages, ml (computer programming), software interaction design, master language rules, perl, vbscript, log transmitter readings, microsoft visual c++, create scorm packages, canvas (learning management systems), musical notation, manage findable accessible interoperable and reusable data, industrial research and development, ergonomics, microwave principles, genomics, python (computer programming), database development tools, agile development, integrated development environment software, maintain a central project repository, use content management system software, javascript framework, architectural design, sakai, program management, semantics, typescript, web programming, manage packaging material, c++, fastapi, mobile marketing, ajax, systems development life-cycle, design web-based courses, iterative development, organisational policies, design hair style, software components libraries, maintain telephony system, spring boot, design graphics, apache maven, less, use markup languages, design package, develop reporting software, embedded systems, supplier management, compose description for web elements, create software design, neo4j, r, develop product design, objective-c, angular, computer programming, react to events in time-critical environments, set up documentation control system, develop data processing applications, manage front operations, codenvy, database management systems, develop the physical language, web services, handle delivered packages, project management, develop automated software tests, docker, develop learning curriculum, python, world wide web consortium standards, sas language, rapid application development, cisco, act reliably, tools for software configuration management, eclipse (integrated development environment software), system design, style sheet languages, c#, absorb (learning management systems), store design layout, apply ict system usage policies, adapt to new design materials, next.js, augmented reality, design component interfaces, query languages, develop blockchain technology, node.js, java (computer programming), xcode, manage inventory, marklogic, align content with form, make folding styles, manage project changes, ansible, use object-oriented programming, develop with cloud services, sparql, translate requirements into visual design, landscape design, graphic design, manage cargo handling, application usability, use interface description language, style hair, design control systems, develop instrumentation systems, incremental development, wordpress, software ui design patterns, design principles, integrated design, adapt to type of media, ajax framework, collection management, webcms, manage software releases, develop animations, project configuration management, design user interface, ict debugging tools, devops, integrate system components, implement front-end website design, visual basic, service-oriented modelling, use scripting programming, test package, package purchases in bags, manage supplies, resource description framework query language, typography, smart contract programming languages, create prototype of user experience solutions, sass, draft styling schedule, develop software prototype, develop strategies for accessibility, java, coffeescript, asp.net, quality control systems, design application interfaces, develop financial products, use functional programming, develop visual elements, jenkins (tools for software configuration management), develop digital content, php, maintain responsive design, interact with users to gather requirements, writing style guides, prototyping development, manage logistics","hooks, context api, zustand, webpack, babel"
3,Backend Python Developer,True,0.6765,0.7459,0.0694,True,True,166,3,"use query languages, track changes in text editing, sql server, use session border controller, maintain aquaculture containers, oracle relational database, kubernetes, ibm informix, perl, vbscript, decision support systems, use databases, log transmitter readings, manufacturing of metal containers, n1ql, genomics, microwave principles, python (computer programming), cobol, db2, database development tools, agile development, integrated development environment software, oversee development of software, maintain a central project repository, web based collaborative platforms, install containers, use content management system software, javascript framework, assembly (computer programming), handle glassware, typescript, web programming, information security strategy, maintain warehouse database, search engine optimisation, internet of things, manage data, packaging processes, c++, manage database, fastapi, characteristics of services, ajax, customer relationship management, prepare containers for beverage distillation, iterative development, organisational policies, design web-based courses, smart contract, swift (computer programming), filemaker (database management systems), manage standards for data exchange, detect flaws in bottles, glassware products, maintain telephony system, spring boot, install recycling containers, develop reporting software, maintain logistics databases, manage meteorological database, abap, manage ict data architecture, objective-c, angular, computer programming, domain name service, set up documentation control system, develop data processing applications, store soap flakes, manage front operations, database management systems, microsoft access, use e-services, develop automated software tests, manage donor database, lisp, mobile device software frameworks, analyse library users' queries, maintain database performance, fill kettle, world wide web consortium standards, manufacturing of steel drums and similar containers, optimise production processes parameters, rapid application development, cisco, operate relational database management system, tools for software configuration management, apply ict system usage policies, next.js, develop blockchain technology, query languages, danish, lead process optimisation, define database physical structure, java (computer programming), node.js, apply flux, xcode, manage project changes, ansible, filter liquids, develop with cloud services, drupal, prepare containers for beverage fermentation, manage membership database, services marketing, database, manage research data, use concurrent programming, spark, create database diagrams, develop educational resources, design control systems, develop instrumentation systems, bengali, advise on efficiency improvements, manage storage tanks, data science, ajax framework, maintain database security, webcms, develop animations, project configuration management, types of containers, manage software releases, design user interface, devops, implement front-end website design, use scripting programming, mdx, hadoop, optimise financial performance, write dock records, nosql, resource description framework query language, decentralized application frameworks, design database scheme, samurai web testing framework, sass, tuning techniques, develop software prototype, java, coffeescript, dock operations, information extraction, asp.net, apply techniques for stacking goods into containers, quality control systems, design application interfaces, optimise production, develop financial products, ict architectural frameworks, sell services, use functional programming, cyber attack counter-measures, develop visual elements, jenkins (tools for software configuration management), conduct search engine optimisation, clean industrial containers, react, create data models, php, database quality standards, prototyping development, software frameworks","mongodb, cloud computing, cloud platforms"
4,Full Stack Developer,True,0.6154,0.6823,0.0669,True,True,145,5,"use query languages, search databases, track changes in text editing, sql server, use session border controller, oracle relational database, kubernetes, ml (computer programming), ibm informix, django, perl, vbscript, decision support systems, use databases, log transmitter readings, create scorm packages, canvas (learning management systems), n1ql, genomics, microwave principles, python (computer programming), db2, database development tools, agile development, integrated development environment software, oversee development of software, apply organisational techniques, maintain a central project repository, web based collaborative platforms, javascript framework, sakai, understand spoken javanese, typescript, web programming, information security strategy, c++, manage several projects, manage database, fastapi, ajax, wildfly, design web-based courses, iterative development, organisational policies, groovy, filemaker (database management systems), learning management systems, maintain telephony system, manage ict project, apache maven, less, use markup languages, draft tender documentation, compose description for web elements, neo4j, objective-c, angular, computer programming, classical languages, set up documentation control system, develop data processing applications, manage engineering project, manage front operations, qlikview expressor, erlang, web services, project management, project management methodology (pm²), microsoft access, handle helpdesk problems, docker, write javanese, develop learning curriculum, manage landscape design projects, python, world wide web consortium standards, manage project information, operate relational database management system, cisco, tools for software configuration management, style sheet languages, c#, absorb (learning management systems), apply ict system usage policies, agile project management, next.js, augmented reality, query languages, develop blockchain technology, control systems, java (computer programming), evaluate tender, xcode, internal risk management policy, manage project changes, ansible, develop with cloud services, database, manage archive, government policy implementation, javanese, design control systems, ict project management, wordpress, data science, sql, webcms, manage software releases, project configuration management, design user interface, devops, implement front-end website design, use scripting programming, mdx, oracle weblogic, apache tomcat, provide cost benefit analysis reports, manage project metrics, nosql, typography, smart contract programming languages, adobe illustrator, sass, develop software prototype, manage research and development projects, coffeescript, information extraction, asp.net, quality control systems, manage backlogs, japanese, use functional programming, develop visual elements, jenkins (tools for software configuration management), react, develop digital content, ict infrastructure, php, property management software, manage content metadata, joomla, understand written javanese, prototyping development, scala, software frameworks","es6+, vue.js, mongodb, restful api, api design"
5,Data Scientist,True,0.6781,0.7647,0.0866,True,True,196,2,"track changes in text editing, sql server, empirical analysis, classify audio-visual products, business analytics, assess financial viability, oracle relational database, inspect data, django, ml (computer programming), data storage, ibm informix, debt classification, perform project management, perl, vbscript, decision support systems, use databases, cloud technologies, computational physics, n1ql, oceanography, genomics, python (computer programming), computer vision, cobol, reflexion, developmental psychology, db2, preserve documentation about creative process, database development tools, agile development, actuarial science, maintain a central project repository, machine translation, news analytics, maintain safe engineering watches, assembly (computer programming), javascript, perform online data analysis, information categorisation, physics, read ship operational data, information security strategy, maintain warehouse database, internet of things, manage data, c++, deep learning, fastapi, manage database, analyse scientific data, develop classification systems, operate ship propulsion system, build recommender systems, develop statistical software, promote the participation of citizens in scientific and research activities, iterative development, smart contract, types of sanders, swift (computer programming), analyse big data, filemaker (database management systems), classify insurance claims, deliver visual presentation of data, spiral development, manage ict data classification, spring boot, business intelligence, maintain logistics databases, manage meteorological database, abap, think abstractly, communicate analytical insights, marine biology , perform data analysis, manage open publications, neo4j, r, statistical analysis system software, natural language processing, objective-c, computer programming, epidemiology, data extraction, transformation and loading tools, set up documentation control system, moodle, blood type classification, use earth sciences tools, database management systems, project management, web analytics, microsoft access, conduct research across disciplines, docker, disseminate results to the scientific community, utilise machine learning, portuguese, manage donor database, image recognition, maintain database performance, marine energy, manage project information, fishing vessels, data engineering, scientific computing, operate relational database management system, tools for software configuration management, conduct analysis of ship data, prevent sea pollution, manage engine-room resources, statistical modeling techniques, remove contaminated materials, develop occupational classification systems, document analysis results, danish, develop predictive models, build predictive models, java (computer programming), classify library materials, node.js, xcode, design automation components, visual presentation techniques, manage project changes, swim, ansible, data mining, manage membership database, document management, apply blended learning, database, execute feasibility study, manage research data, artificial neural networks, use concurrent programming, use specific data analysis software, classify books, ldap, identify statistical patterns, maintain database security, manage software releases, operate ship rescue machinery, project configuration management, rehabilitation, devops, disassemble engines, marine technology, assist water-based navigation, use scripting programming, mdx, data visualisation software, hadoop, mathematical physics, solve problems, training  subject expertise, collect samples for analysis, medication classification, nosql, assess environmental impact, typology, use maritime english, use mathematical tools and equipment, synfig, sass, environmental legislation, use spreadsheets software, organism taxonomy, matlab, information extraction, statistics, cognitive computing, reinsurance, fish identification and classification, prepare visual data, supervise spoken language learning, communicate with external laboratories, remediate healthcare user's occupational performance, advise on soil and water protection, cyber attack counter-measures, bathymetry, marketing analytics, chinese, jenkins (tools for software configuration management), react, php, healthcare analytics, norwegian, control production, make data-driven decisions, postgresql, metasploit, database quality standards, scala, customer segmentation, computer science","tableau, hypothesis testing"
6,Data Analyst,True,0.842,0.848,0.006,True,True,212,2,"use query languages, business ict systems, sql server, speak different languages, business analytics, produce airport lighting system reports, oracle relational database, inspect data, django, ml (computer programming), data storage, computational biology, perform data cleansing, perl, vbscript, decision support systems, use databases, microsoft visual c++, create gis reports, signal processing, manage contracts, design process, sql server integration services, informatica powercenter, python (computer programming), cobol, computer vision, information structure, task algorithmisation, db2, database development tools, manage product testing, innovation processes, assembly (computer programming), javascript, perform online data analysis, typescript, web programming, organisational resilience, maintain warehouse database, data protection, internet of things, manage data, process spatial information, c++, ensure compliance with disclosure criteria of accounting information, manage database, fastapi, analyse scientific data, develop statistical software, business analysis, establish data processes, manage business knowledge, use software libraries, smart contract, swift (computer programming), deliver visual presentation of data, types of sanders, industrial software, analyse big data, software components libraries, mysql, report facts, write signalling reports, develop financial statistics reports, use markup languages, develop reporting software, store digital data and systems, business knowledge, maintain logistics databases, manage meteorological database, abap, write security reports, monitor processing conditions, communicate analytical insights, follow translation quality standards, analyse business requirements, data mining methods, identify legal requirements, perform data analysis, statistical analysis system software, r, industrial engineering, cad software, computer programming, data extraction, transformation and loading tools, use microsoft office, use word processing software, trading software, data analytics, develop data processing applications, office software, game theory, database management systems, digital data processing, web analytics, create a financial report, write specifications, microsoft access, display library material, cadd software, implement data quality processes, manage donor database, portuguese, analyse library users' queries, maintain database performance, gdpr, data models, sas language, data engineering, operate relational database management system, scientific computing, tools for software configuration management, conduct analysis of ship data, style sheet languages, write work-related reports, make strategic business decisions, query languages, manage cleaning activities, danish, define database physical structure, java (computer programming), process data, visual presentation techniques, authoring software, customer insight, openedge advanced business language, write routine reports, analyse data for aeronautical publications, ansible, digital image processing, write meeting reports, keep sheet records, manage membership database, data mining, create risk reports, machine learning, principles of artificial intelligence, database, write database documentation, use data processing techniques, ict market, manage research data, write production reports, analyse experimental laboratory data, artificial neural networks, use concurrent programming, create database diagrams, use specific data analysis software, analyse test data, report well results, forensic intelligence, perform business analysis, design principles, structure information, data science, maintain database security, graphics editor software, report test findings, prepare purchasing reportings, visual basic, interpret business information, data quality assessment, process collected survey data, use scripting programming, data visualisation software, mechatronics, hadoop, data warehouse, find trends in geographic data, ensure information transparency, clean negatives, nosql, synfig, analyse environmental data, smart contract programming languages, adobe illustrator, report on production results, use spreadsheets software, generate reconciliation reports, matlab, information extraction, statistics, unstructured data, cleaning techniques, provide user documentation, report analysis results, use business simulation tools, cloud monitoring and reporting, prepare visual data, produce reports based on animal records, define data quality criteria, use presentation software, pentaho data integration, identify customer's needs, cyber attack counter-measures, marketing analytics, chinese, adobe photoshop, healthcare analytics, make data-driven decisions, normalise data, php, postgresql, metasploit, database quality standards, scala, use office systems, software frameworks, create incident reports, microsoft visio, computer science","tableau, data manipulation"
7,Machine Learning Engineer,True,0.6065,0.7117,0.1052,True,True,213,3,"use query languages, track changes in text editing, sql server, usability engineering, empirical analysis, business analytics, oracle relational database, django, ml (computer programming), data storage, computational biology, perform data cleansing, perl, vbscript, medical statistics, use databases, microsoft visual c++, cloud technologies, computational physics, industrial research and development, genomics, python (computer programming), cobol, computer vision, preserve documentation about creative process, db2, database development tools, agile development, integrated development environment software, execute analytical mathematical calculations, maintain a central project repository, machine translation, understand spoken javanese, assembly (computer programming), javascript, perform online data analysis, physics, typescript, web programming, maintain warehouse database, internet of things, manage data, c++, deep learning, carry out statistical forecasts, apply statistical analysis techniques, fastapi, manage database, analyse scientific data, manage cleaning activities, systems development life-cycle, build recommender systems, develop statistical software, iterative development, use software libraries, food engineering, smart contract, swift (computer programming), groovy, types of sanders, analyse big data, software components libraries, deliver visual presentation of data, mysql, spring boot, apache maven, use markup languages, develop reporting software, security engineering, embedded systems, maintain logistics databases, manage meteorological database, abap, data mining methods, perform data analysis, r, statistical analysis system software, natural language processing, objective-c, classical languages, computer programming, set up documentation control system, data analytics, codenvy, database management systems, project management, docker, write javanese, utilise machine learning, manage donor database, portuguese, implement data quality processes, image recognition, traffic engineering, biostatistics, computational chemistry, maintain database performance, manage project information, data engineering, scientific computing, operate relational database management system, tools for software configuration management, eclipse (integrated development environment software), computational fluid dynamics, style sheet languages, statistical modeling techniques, remove contaminated materials, c#, wireshark, algorithms, safety engineering, distributed computing, query languages, document analysis results, danish, assemble visual displays, develop predictive models, build predictive models, java (computer programming), xcode, node.js, oracle warehouse builder, process data, financial engineering, visual presentation techniques, manage project changes, analyse data for aeronautical publications, ansible, engineering processes, engineering principles, data mining, document management, manage membership database, automotive engineering, database, use data processing techniques, manage research data, artificial neural networks, analyse experimental laboratory data, javanese, use interface description language, use concurrent programming, create database diagrams, network engineering, use specific data analysis software, production engineering, analyse test data, develop instrumentation systems, incremental development, identify statistical patterns, integrated design, data science, manage software releases, maintain database security, project configuration management, sketchbook pro, ict debugging tools, devops, integrate system components, visual basic, data quality assessment, use scripting programming, mathematical economics, data visualisation software, oracle weblogic, hadoop, mathematical physics, data warehouse, apache tomcat, solve problems, training  subject expertise, clean negatives, collect samples for analysis, nosql, assess environmental impact, synfig, analyse environmental data, computational mechanics, smart contract programming languages, sass, environmental legislation, matlab, coffeescript, surface engineering, statistics, unstructured data, cognitive computing, cleaning techniques, perform data mining, supercomputing, prepare visual data, statistical quality control, design engineering components, japanese, define data quality criteria, supervise spoken language learning, communicate with external laboratories, advise on soil and water protection, cyber attack counter-measures, chinese, jenkins (tools for software configuration management), quantitative analysis, react, php, normalise data, postgresql, metasploit, understand written javanese, database quality standards, scala, software frameworks, prototyping development, display library material","aws, cloud computing, gcp"
8,DevOps Engineer,True,0.8158,0.8168,0.001,True,True,158,6,"track changes in text editing, sql server, operating systems, maintain aquaculture containers, kali linux, kubernetes, django, data storage, perl, assemble windows, vbscript, microsoft visual c++, create a shooting script, lab scale fermentation, cloud technologies, manufacturing of metal containers, remove windshields, genomics, plan migration to cloud, python (computer programming), preserve documentation about creative process, db2, operate open source software, report on window damage, agile development, integrated development environment software, maintain a central project repository, install containers, design cloud networks, understand spoken javanese, javascript, handle glassware, e-commerce systems, web programming, packaging processes, edit scripts, swedish, c++, smed, fastapi, apply basic programming skills, install glass frames, change window displays, implement cloud security and compliance, select scripts, iterative development, prepare containers for beverage distillation, execute software tests, groovy, detect flaws in bottles, electroform, glassware products, mysql, apache maven, spring boot, install recycling containers, sap data services, automate cloud tasks, sap r3, continuous improvement philosophies, abap, social development, execute integration testing, r, objective-c, computer programming, domain name service, set up documentation control system, store soap flakes, project management, erlang, web services, project management methodology (pm²), web analytics, develop automated software tests, do cloud refactoring, write javanese, lisp, fill kettle, manage project information, electrooptics, manufacturing of steel drums and similar containers, tools for software configuration management, green computing, style sheet languages, distributed computing, develop blockchain technology, node.js, xcode, java (computer programming), apply flux, chef (tools for software configuration management), manage project changes, ansible, manage tests, filter liquids, develop with cloud services, ibm websphere, drupal, prepare containers for beverage fermentation, document management, install operating system, manage cloud data and storage, protect window frames, javanese, spark, design cloud architecture, manage storage tanks, personal development, data science, sql, manage software releases, webcms, develop animations, project configuration management, types of containers, devops, triplestore, implement front-end website design, visual basic, use scripting programming, oracle weblogic, hadoop, data warehouse, apache tomcat, create 2d painting, write dock records, nosql, types of glazing, latin, test pipeline infrastructure operations, deploy cloud resource, sass, dock operations, stow cargo, asp.net, hardware platforms, cognitive computing, apply techniques for stacking goods into containers, manipulate glass, set window, install windshields, cloud monitoring and reporting, supercomputing, japanese, install roof windows, jenkins (tools for software configuration management), clean industrial containers, react, develop digital content, php, postgresql, joomla, cloud security and compliance, understand written javanese, metasploit, scala, prototyping development","lambda, vpc, ecs, eks, bash, elk stack"
9,AWS Cloud Architect,True,0.8169,0.8276,0.0107,True,True,275,5,"mashing process, greek, network within the writing industry, use session border controller, operating systems, kali linux, django, ml (computer programming), perl, manage digital identity, vbscript, decision support systems, microsoft visual c++, plan migration to cloud, digitization, manage the customer experience, python (computer programming), db2, operate open source software, agile development, integrated development environment software, manage resources, javascript framework, rail infrastructure, manage storage operations, program management, e-commerce systems, use access control software, lams, blast masonry, manage data, smed, operate control systems, develop professional network with researchers and scientists, fastapi, implement cloud security and compliance, select scripts, prepare containers for beverage distillation, implement a virtual private network, maintain telephony system, mysql, irish, spring boot, sap r3, store digital data and systems, establish educational network, maintain logistics databases, manage meteorological database, embedded systems, abap, haskell, establish an information security management system, computer programming, angular, set up documentation control system, proxy servers, mobile operating systems, erlang, decentralised identifiers , do cloud refactoring, manage donor database, virtual reality, lisp, blast surface, maintain database performance, electrooptics, align software with system architectures, inter-organisational middleware system , cisco, types of storage facilities, tools for software configuration management, green computing, style sheet languages, patient record storage, apply ict system usage policies, next.js, reed sensors, java (computer programming), manage website, manage it security compliances, manage project changes, ansible, distributed directory information services, e-learning software infrastructure, prepare containers for beverage fermentation, organise storage facilities, database, hardware architectures, use interface description language, design ventilation network, manage storage tanks, manage grant applications, network management system tools, data science, sql, blackarch, manage software releases, types of containers, direct distribution operations, devops, jsss, triplestore, visual basic, use scripting programming, ipc standards, maintain storage facilities, hadoop, finish shells, manage ict virtualisation environments, nosql, linq, network with store owners, digital identity management, decentralized application frameworks, design database scheme, latin, process payments, information architecture, test pipeline infrastructure operations, deploy cloud resource, sass, ios, coffeescript, dock operations, hardware platforms, cognitive computing, apply techniques for stacking goods into containers, apply information security policies, manage information sources, teradata database, cloud monitoring and reporting, ict architectural frameworks, manage administrative systems, manage aeronautical information management services, use functional programming, manage vault access, vacuum surfaces, litmos, database quality standards, scala, network standards, software frameworks, maintain ict identity management, use query languages, track changes in text editing, work with virtual learning environments, maintain aquaculture containers, oracle relational database, kubernetes, network marketing, data storage, use databases, log transmitter readings, create a shooting script, cloud technologies, manufacturing of metal containers, biometrics, genomics, microwave principles, computer simulation, digital systems, create a product's virtual model, maintain a central project repository, use global distribution system, install containers, use content management system software, design cloud networks, android (mobile operating systems), typescript, web programming, maintain warehouse database, packaging processes, edit scripts, swedish, c++, manage database, apply basic programming skills, manage maintenance operations, prepare imposition, puppet (tools for software configuration management), develop professional network, iterative development, organisational policies, develop virtual game engine, electroform, install recycling containers, sap data services, perform virtual simulation , less, automate cloud tasks, use markup languages, design computer network, kurdish, supplier management, manage access programmes, r, ensure infrastructure accessibility, use an application-specific interface, iconography, objective-c, office software, database management systems, web services, project management methodology (pm²), vyper, enable access to services, dies, sas language, manufacturing of steel drums and similar containers, operate relational database management system, manage distribution channels, dump contents into vat, distributed computing, query languages, promote innovative infrastructure design, lasers, node.js, xcode, build networks, chef (tools for software configuration management), personnel management, asset management, ict networking hardware, develop with cloud services, manage intellectual property rights, drupal, manage membership database, install operating system, basque, monitor storage space, manage cloud data and storage, store archival documents, manage research data, manage human resources, spark, network engineering, design cloud architecture, define software architecture, design control systems, vagrant, ldap, maintain database security, project configuration management, digital twin technology, mdx, mobile device management, develop an artistic network, data warehouse, apache tomcat, create 2d painting, write dock records, id tech, operate on-board computer systems, smart contract programming languages, java, stow cargo, quality control systems, set up media storage , supercomputing, utilise decision support system, jenkins (tools for software configuration management), programmable logic controller, clean industrial containers, perform vats, react, ict infrastructure, php, outline blockchain-based identity management, postgresql, cloud security and compliance, metasploit, manage instrumentation systems, use office systems, design database in the cloud, food storage","cloudwatch, dns, sqs, sns, eks"
10,QA Automation Engineer,True,0.8356,0.7195,-0.1161,True,True,211,10,"use query languages, track changes in text editing, usability engineering, assemble robots, test mechatronic units, sql server, monitor after sales records, oracle relational database, kubernetes, ml (computer programming), quality assurance procedures, project management principles, perform project management, use databases, software design methodologies, monitor automated machines, levels of software testing, genomics, manage corrective actions, python (computer programming), develop procedures in case of defects, conduct fire tests, cobol, preserve documentation about creative process, db2, test electromechanical systems, tools for ict test automation, agile development, oversee development of software, maintain a central project repository, perform test run, test medical devices, manage product testing, in-circuit test, understand spoken javanese, assembly (computer programming), javascript, program management, manage quality, web programming, monitor vehicle repairs, perform quality audits, perform software unit testing, maintain warehouse database, internet of things, document project progress, manage data, c++, software architecture models, use manual knitting techniques, manage several projects, manage database, wildfly, develop automated migration methods, systems development life-cycle, iterative development, execute software tests, groovy, swift (computer programming), oversee quality control, smart contract, record healthcare users' progress related to treatment, mysql, develop cultural policies, spring boot, apache maven, use markup languages, coordinate community arts activities, maintain logistics databases, manage meteorological database, abap, develop ict test suite, execute integration testing, identify problems, keep records of work progress, objective-c, report defective manufacturing materials, computer programming, replace defect components, set up documentation control system, manage engineering project, codenvy, database management systems, web analytics, test hardware, establish collaborative relations, handle helpdesk problems, develop automated software tests, incidents and accidents recording, docker, write javanese, manage donor database, product life-cycle, python, identify damaged goods before shipment, havok vision, maintain database performance, manage project information, sas language, check quality of products on the production line, perform sample testing, quality assurance methodologies, operate relational database management system, plan software testing, tools for software configuration management, conduct performance tests, follow up complaint reports, style sheet languages, conduct content quality assurance, execute conversion testing, agile project management, grovo, moem, write rail defect records, query languages, measure software usability, perform software recovery testing, java (computer programming), xcode, liaise with quality assurance, quality standards, assemble an artistic team, test system accessibility for users with special needs, design automation components, conduct patch testing, install automation components, keep task records, manage project changes, manage tests, ansible, develop test procedures, ensure quality assurance standards for vehicles, procurement lifecycle, handle incidents, manage membership database, document management, database, define artistic vision, building automation, maintain incident reporting records, manage research data, record production data for quality control, javanese, use concurrent programming, define software architecture, detect product defects, set quality assurance objectives, ict project management, monitor drivers, automatic control system, analyse test data, vagrant, integrated design, manage software releases, maintain database security, manage system testing, project configuration management, design user interface, devops, monitor artistic activities, integrate system components, corporate social responsibility, use scripting programming, ensure quality assurance for pharmaceutical products, oracle weblogic, hadoop, review development process of an organisation, test package, develop mechatronic test procedures, apache tomcat, create cultural venue learning strategies, samurai web testing framework, test pipeline infrastructure operations, smart contract programming languages, provide software testing documentation, sass, hardware testing methods, develop software prototype, test procedures, asp.net, perform product testing, apply conflict management, test instrumentation equipment, track shipments, quality control systems, manage backlogs, coordinate with creative departments, test electronic units, statistical quality control, japanese, automation technology, cyber attack counter-measures, jenkins (tools for software configuration management), total quality control, react, track key performance indicators, perform vehicle tests, postgresql, joomla, check for solder defects, understand written javanese, call quality assurance management, scala, use testing equipment, software frameworks, database quality standards, create incident reports, build machines, ict system integration, lean project management, monitor manufacturing quality standards","c#, ui automation, playwright, cypress, frontend web development, postman, jmeter, api testing, performance testing, ci/cd"
