Pair_ID,Role,Expected_Match,Baseline_Score,GraphRAG_Score,Improvement,Baseline_Correct,GraphRAG_Correct,Implicit_Skills_Count,Skill_Gaps_Count,Implicit_Skills,Skill_Gaps
1,Junior Software Engineer,True,0.7002,0.82,0.1198,True,True,0,2,,"C#, OOP"
2,Frontend React Developer,True,0.8435,0.36,-0.4835,True,False,0,9,,"ES6+, React, Hooks, Context API, Redux, Zustand, TypeScript, Webpack, Babel"
3,Backend Python Developer,True,0.6765,0.7,0.0235,True,True,0,3,,"FastAPI, MongoDB, AWS"
4,Full Stack Developer,True,0.6154,0.6,-0.0154,True,True,1,6,sql,"HTML5, CSS3, Angular, Vue.js, MongoDB, RESTful API"
5,Data Scientist,True,0.6781,0.38,-0.2981,True,False,0,8,,"R, TensorFlow, PyTorch, Tableau, Power BI, statistical modeling, hypothesis testing, experimental design"
6,Data Analyst,True,0.842,0.71,-0.132,True,True,0,2,,"Tableau, R"
7,Machine Learning Engineer,True,0.6065,0.4,-0.2065,True,False,0,9,,"TensorFlow, PyTorch, AWS, Azure, GCP, PostgreSQL, MySQL, Docker, Kubernetes"
8,DevOps Engineer,True,0.8158,0.18,-0.6358,True,False,0,18,,"AWS EC2, AWS S3, AWS RDS, AWS Lambda, AWS VPC, AWS ECS, AWS EKS, GitLab CI/CD, Azure DevOps, Kubernetes, Terraform, CloudFormation, Ansible, Bash, PowerShell, Prometheus, Grafana, ELK Stack"
9,AWS Cloud Architect,True,0.8169,0.56,-0.2569,True,True,0,7,,"CloudWatch, CloudFormation, Route 53, SQS, SNS, Kubernetes, EKS"
10,QA Automation Engineer,True,0.8356,0.31,-0.5256,True,False,0,9,,"Python, C#, JavaScript, Playwright, Cypress, Postman, JMeter, Jenkins, GitLab CI"
11,iOS Developer,True,0.8564,0.6,-0.2564,True,True,0,4,,"Core Animation, RESTful APIs, Unit Testing, UI Testing"
12,Android Developer,True,0.8754,0.0,-0.8754,True,False,0,10,,"Kotlin, Java, Android SDK, MVVM, MVI, MVP, RESTful APIs, Room database, Git, Material Design"
13,UI/UX Designer,True,0.7109,0.36,-0.3509,True,False,0,7,,"Sketch, User-centred design principles, Usability heuristics, Accessibility standards, Responsive design methodologies, Mobile-first approaches, Design systems"
14,Cybersecurity Analyst,True,0.7561,0.12,-0.6361,True,False,0,14,,"Splunk, ELK Stack, Nessus, OpenVAS, Qualys, FortiGate, IDS, IPS, EDR, CLI, Python, PowerShell, AWS, Azure"
15,Database Administrator,True,0.8221,0.45,-0.3721,True,False,0,6,,"Microsoft SQL Server, Oracle, T-SQL, PL/SQL, database restore, disaster recovery"
16,Node.js Developer,True,0.7657,0.5,-0.2657,True,False,0,6,,"TypeScript, NestJS, RESTful API, PostgreSQL, Jest, Mocha"
17,Java Spring Boot Developer,True,0.7728,0.46,-0.3128,True,False,0,7,,"RESTful API, Java 8, Spring MVC, PostgreSQL, Gradle, JUnit, Mockito"
18,C++ Systems Engineer,True,0.8266,0.2,-0.6266,True,False,0,16,,"C++11, C++14, C++17, C++20, Object-Oriented Programming, Data structures, Algorithms, System design, Multi-threading, Concurrency, Performance optimization, Unix, Valgrind, Network programming, TCP/IP, UDP"
19,Go Developer,True,0.8583,0.36,-0.4983,True,False,0,9,,"Golang, RESTful APIs, NoSQL, MongoDB, Redis, AWS, GCP, Azure, Go testing frameworks"
20,Data Engineer,True,0.7174,0.25,-0.4674,True,False,0,9,,"NoSQL databases, Azure, GCP, Apache Spark, Hadoop, Apache Airflow, Prefect, Data Warehousing, Data Modeling"
21,Site Reliability Engineer,True,0.6324,0.47,-0.1624,True,False,0,9,,"Azure, GCP, Go, GitLab CI, ArgoCD, Kubernetes, Grafana, ELK Stack, NoSQL"
22,Information Security Engineer,True,0.6889,0.2,-0.4889,True,False,0,20,,"Splunk, ELK, EDR, DLP, Vulnerability Scanners, Nessus, Qualys, Firewalls, Fortinet, Palo Alto, IDS/IPS, Network Segmentation, AWS, Azure, GCP, PowerShell, Bash, ISO 27001, NIST, OWASP"
23,Penetration Tester,True,0.8273,0.54,-0.2873,True,True,0,6,,"OWASP ZAP, Nessus, Windows, AWS, Azure, PowerShell"
24,Angular Developer,True,0.7396,0.62,-0.1196,True,True,0,5,,"SASS, RxJS, NgRx, Karma, Jasmine"
25,Flutter Developer,True,0.8702,0.56,-0.3102,True,True,0,4,,"Provider, BLoC, GetX, JSON"
26,Frontend Developer (JD) vs Database Administrator (CV),False,0.0715,0.0,-0.0715,True,True,0,0,,
27,Data Scientist (JD) vs Mobile App Developer (CV),False,0.4494,0.09,-0.3594,True,True,0,10,,"Pandas, NumPy, scikit-learn, SQL, Tableau, Power BI, Matplotlib, Seaborn, Machine Learning, Statistical Modeling"
28,QA Automation Engineer (JD) vs UI/UX Designer (CV),False,0.3528,0.0,-0.3528,True,True,0,13,,"Selenium WebDriver, Playwright, Cypress, Java, Python, C#, Postman, REST Assured, Jenkins, GitLab CI, Azure DevOps, SQL, Git"
29,Cloud Architect (JD) vs Frontend Developer (CV),False,0.3582,0.0,-0.3582,True,True,0,36,,"AWS, EC2, S3, RDS, Lambda, Microsoft Azure, VMs, App Services, SQL DB, Google Cloud Platform, GCE, GCS, Cloud SQL, Terraform, AWS CloudFormation, Azure Resource Manager, Docker, Kubernetes, Jenkins, GitLab CI, Azure DevOps, VPC, Subnets, VPN, Load Balancers, IAM, Security Groups, Firewalls, Data Encryption, Python, Shell scripting, Prometheus, Grafana, ELK Stack, CloudWatch, Azure Monitor"
30,Cybersecurity Analyst (JD) vs Full Stack Developer (CV),False,0.2807,0.0,-0.2807,True,True,1,20,sql,"TCP/IP, Firewalls, IDS, IPS, Windows Server, Linux, SIEM, Splunk, ELK, EDR, Nessus, Incident Response, Threat Intelligence, Vulnerability Management, Python, PowerShell, AWS, Azure, GCP, DLP"
31,Backend Engineer (JD) vs Technical Writer (CV),False,0.5765,0.29,-0.2865,False,True,0,12,,"Django, Node.js, Express.js, PostgreSQL, MySQL, MongoDB, RESTful API, AWS, Azure, GCP, Unit testing frameworks, Integration testing frameworks"
32,Machine Learning Engineer (JD) vs Scrum Master (CV),False,0.4567,0.07,-0.3867,True,True,0,14,,"Python, NumPy, Pandas, TensorFlow, PyTorch, Scikit-learn, NoSQL, AWS, Azure, GCP, Sagemaker, Vertex AI, Git, Docker"
33,iOS Developer (JD) vs Data Analyst (CV),False,0.3993,0.06,-0.3393,True,True,0,16,,"Swift, Objective-C, iOS SDK, Xcode, Cocoa Touch, MVC, MVVM, VIPER, RESTful APIs, JSON, Asynchronous Programming, Auto Layout, Storyboards, SwiftUI, Unit Testing Frameworks, UI Testing Frameworks"
34,DevOps Engineer (JD) vs Product Manager (CV),False,0.3863,0.06,-0.3263,True,True,0,17,,"AWS, Azure, GCP, Jenkins, GitLab CI, Azure DevOps, Docker, Kubernetes, Terraform, Ansible, Python, Bash, PowerShell, Linux, Prometheus, Grafana, ELK Stack"
35,React Developer (JD) vs Network Engineer (CV),False,0.4806,0.0,-0.4806,True,True,0,10,,"React.js, JavaScript, ES6+, HTML5, CSS3, Redux, Context API, RESTful APIs, Git, JWT"
36,Java Developer (JD) vs Cybersecurity Analyst (CV),False,0.7141,0.21,-0.5041,False,True,0,11,,"Core Java, Java 8+, Spring Framework, Spring MVC, Spring Data JPA, RESTful API, MySQL, PostgreSQL, Oracle, Maven, Gradle"
37,Data Engineer (JD) vs Frontend Developer (CV),False,0.3233,0.06,-0.2633,True,True,0,17,,"Python, SQL, Dimensional Modeling, OLAP, OLTP, PostgreSQL, MySQL, AWS, S3, Redshift, Glue, Lambda, Azure, GCP, Apache Spark, PySpark, Apache Airflow"
38,System Administrator (JD) vs Data Scientist (CV),False,0.447,0.0,-0.447,True,True,0,19,,"Windows, Linux, Windows Server, Office 365, Exchange, TCP/IP, DNS, DHCP, VPN, VLANs, VMware ESXi, Hyper-V, Active Directory, Group Policy, PowerShell, Bash, Routers, Switches, Firewalls"
39,Penetration Tester (JD) vs UI/UX Designer (CV),False,0.3656,0.0,-0.3656,True,True,0,14,,"Kali Linux, Metasploit, Nmap, Burp Suite, Wireshark, OWASP ZAP, Python, Bash, PowerShell, AWS, Azure, GCP, TCP/IP, HTTP/S"
40,Go Developer (JD) vs QA Automation Engineer (CV),False,0.5189,0.08,-0.4389,False,True,0,12,,"GoLang, Goroutines, Channels, RESTful API, PostgreSQL, MongoDB, AWS, GCP, Azure, Microservices architecture, Docker, Kubernetes"
