Pair_ID,Role,Expected_Match,Baseline_Score,GraphRAG_Score,Improvement,Baseline_Correct,GraphRAG_Correct,Implicit_Skills_Count,Skill_Gaps_Count,Implicit_Skills,Skill_Gaps
1,Junior Software Engineer,True,0.7002,0.91,0.2098,True,True,180,1,"report on window damage, quality assurance methodologies, cobol, sass, bengali, typescript, remove windshields, smalltalk (computer programming), apply basic programming skills, django, joomla, microsoft visio, algorithms, react, angular, use object-oriented programming, web services, protect window frames, android (mobile operating systems), standards for web-based e-learning, unstructured data, objective-c, write javanese, continuous improvement philosophies, computer programming, design database scheme, hardware platforms, sanskrit, apply ict system usage policies, web based collaborative platforms, japanese, use session border controller, ibm informix, cisco, process-based management, eclipse (integrated development environment software), mdx, ajax framework, ruby (computer programming), oracle relational database, perl, set window, ldap, xcode, ansible, next.js, design thinking, use functional programming, java (computer programming), swift (computer programming), internet of things, apache tomcat, maintain telephony system, manage findable accessible interoperable and reusable data, jsss, office software, install roof windows, filemaker (database management systems), microsoft visual c++, lean project management, software frameworks, neo4j, c++, types of glazing, drupal, handle helpdesk problems, docker, data storage, interact verbally in javanese, organisational policies, lean manufacturing, information structure, web programming, customise project methodologies, change window displays, ict system programming, puppet (tools for software configuration management), ajax, decentralized application frameworks, define database physical structure, graphite, use software design patterns, sparql, wordpress, object-oriented modelling, set theory, oracle weblogic, information extraction, agile project management, lisp, data engineering, data science, operate open source software, information security strategy, python (computer programming), customer relationship management, kubernetes, structure information, log transmitter readings, webcms, understand written javanese, wildfly, visual basic, cyber attack counter-measures, media formats, objectstore, ict project management methodologies, computer science, project management principles, triplestore, ibm websphere, rapid application development, vbscript, business requirements techniques, genomics, world wide web consortium standards, buddhism, database management systems, fastapi, javascript framework, node.js, service-oriented modelling, manage database, project management methodology (pm²), nosql, use methodologies for user-centered design, replicate customer software issues, assembly (computer programming), jenkins (tools for software configuration management), tools for software configuration management, manage backlogs, javanese, mobile operating systems, resource description framework query language, less, data models, 3d lighting, install windshields, serve food in table service, sql server, smart contract, abap, db2, groovy, use markup languages, n1ql, decision support systems, install operating system, latin, c#, microwave principles, devops, microsoft access, coffeescript, use concurrent programming, php, understand spoken javanese, agile development, hardware architectures, kali linux, six sigma methods , 3d texturing, iterative development, style sheet languages, operating systems, apache maven, asp.net, proxy servers, gimp (graphics editor software), use databases, hadoop, database, sap r3, software design methodologies, web application security threats, computer graphics, construction methods, css, design application interfaces, use scripting programming",OOP
2,Frontend React Developer,True,0.8435,0.54,-0.3035,True,True,115,6,"kdevelop, architectural design, postgresql, sass, codenvy, typescript, develop store design, kubernetes, customer relationship management, log transmitter readings, maintain responsive design, python, microsoft visio, webcms, react, angular, adapt existing designs to changed circumstances, web services, use object-oriented programming, standards for web-based e-learning, develop visual elements, prototyping development, visual basic, objective-c, media formats, develop animations, computer programming, develop software prototype, triplestore, environmental design, typography, apply ict system usage policies, web based collaborative platforms, application usability, vbscript, genomics, use session border controller, develop strategies for accessibility, world wide web consortium standards, cisco, ajax framework, ergonomics, javascript framework, fastapi, node.js, service-oriented modelling, integrated design, nosql, perl, xcode, next.js, design thinking, ansible, implement front-end website design, jenkins (tools for software configuration management), use functional programming, java (computer programming), translate requirements into visual design, create prototype of user experience solutions, maintain telephony system, develop product design, resource description framework query language, manage findable accessible interoperable and reusable data, less, data models, 3d lighting, design user interface, develop design concept, software ui design patterns, java, design graphics, software interaction design, microsoft visual c++, design management, use markup languages, adapt to new design materials, sustainable building design, c#, microwave principles, software frameworks, neo4j, design the digital interface of gambling, betting and lottery games, c++, devops, usability engineering, coffeescript, docker, agile development, organisational policies, combine business technology with user experience, test package, web programming, design principles, software components libraries, 3d texturing, iterative development, puppet (tools for software configuration management), ajax, decentralized application frameworks, style sheet languages, apache maven, asp.net, graphite, sparql, gimp (graphics editor software), sap r3, oversee development of software, system design, design component interfaces, graphic design, landscape design, computer graphics, css, design application interfaces, use scripting programming","Hooks, Context API, Redux, Zustand, Webpack, Babel"
3,Backend Python Developer,True,0.6765,0.7,0.0235,True,True,115,3,"data science, develop with cloud services, sass, cobol, bengali, typescript, control open-fire kettles, information security strategy, python (computer programming), kubernetes, maintain aquaculture containers, log transmitter readings, prototyping development, react, angular, web services, visual basic, cyber attack counter-measures, objective-c, use scripting programming, ceramic ware, computer programming, develop software prototype, prepare containers for beverage fermentation, develop footwear collection, kazakh, apply ict system usage policies, rapid application development, coordinate dock operations, vbscript, spring boot, scala, develop automated software tests, use session border controller, genomics, ibm informix, french, cisco, buddhism, mdx, marine technology, ajax framework, database management systems, glassware products, apply flux, manage database, oracle relational database, fastapi, javascript framework, node.js, clean industrial containers, nosql, perl, dock operations, develop statistical software, xcode, ansible, next.js, write dock records, jenkins (tools for software configuration management), assembly (computer programming), tools for software configuration management, java (computer programming), swift (computer programming), internet of things, maintain telephony system, spark, moor vessels, haskell, install containers, java, filemaker (database management systems), tend open pans, sql server, decision support systems, smart contract, n1ql, db2, abap, prepare containers for beverage distillation, types of containers, microwave principles, develop instrumentation systems, hungarian, neo4j, devops, c++, handle glassware, develop data processing applications, develop educational resources, fill kettle, microsoft access, coffeescript, drupal, use concurrent programming, php, agile development, organisational policies, detect flaws in bottles, web programming, develop reporting software, iterative development, puppet (tools for software configuration management), prepare flambeed dishes, graphite, staf, gimp (graphics editor software), use databases, hadoop, database, develop blockchain technology, danish, information extraction, design application interfaces, lisp","MongoDB, RESTful API, AWS"
4,Full Stack Developer,True,0.6154,0.62,0.0046,True,True,105,6,"data science, sass, typescript, information security strategy, kubernetes, log transmitter readings, django, python, joomla, microsoft visio, webcms, angular, react, understand written javanese, wildfly, android (mobile operating systems), objective-c, media formats, develop learning curriculum, write javanese, create website wireframe, erlang, computer programming, typography, apply ict system usage policies, vbscript, compose description for web elements, japanese, genomics, use session border controller, world wide web consortium standards, ibm informix, sakai, cisco, eclipse (integrated development environment software), mdx, ruby (computer programming), database management systems, manage database, javascript framework, oracle relational database, fastapi, agile project management, nosql, perl, xcode, next.js, ansible, implement front-end website design, qlikview expressor, create scorm packages, replicate customer software issues, jenkins (tools for software configuration management), use functional programming, java (computer programming), manage backlogs, apache tomcat, maintain telephony system, javanese, less, develop digital content, jsss, filemaker (database management systems), sql server, decision support systems, n1ql, groovy, db2, use markup languages, c#, microwave principles, software frameworks, neo4j, devops, sql, c++, microsoft access, coffeescript, handle helpdesk problems, docker, php, understand spoken javanese, agile development, interact verbally in javanese, organisational policies, oracle weblogic, web programming, absorb (learning management systems), iterative development, puppet (tools for software configuration management), ajax, augmented reality, style sheet languages, web analytics, apache maven, asp.net, graphite, gimp (graphics editor software), use databases, canvas (learning management systems), wordpress, hadoop, database, information extraction, use scripting programming","HTML5, CSS3, ES6+, Vue.js, MongoDB, RESTful API"
5,Data Scientist,True,0.6781,0.6,-0.0781,True,True,165,4,"perform data mining, postgresql, cobol, empirical analysis, bengali, codenvy, sass, django, calculate rigging plots, r, react, angular, use maritime english, objective-c, computer programming, signal processing, oceanography, blood type classification, utilise machine learning, wildlife, polish, organism taxonomy, scala, ibm informix, sakai, mdx, physics, oracle relational database, perl, plot show control cues, ansible, xcode, java (computer programming), swift (computer programming), internet of things, computer vision, state estimation, statistics, analyse scientific data, synfig, conduct analysis of ship data, filemaker (database management systems), animal positions, assess waste type, moodle, identify progression of disease, statistical modeling techniques, developmental psychology, animal species, neo4j, c++, zoo community, epidemiology, docker, tai chi, scientific computing, classify library materials, puppet (tools for software configuration management), experimental psychology, graphite, develop occupational classification systems, handle pigs, warm marine glue, fishing vessels, read zoo reports, danish, debt classification, information extraction, canvas (learning management systems), norwegian, data science, develop classification systems, information security strategy, python (computer programming), differentiate types of packages, kubernetes, metasploit, fish identification and classification, marine energy, biostatistics, visual basic, develop predictive models, cyber attack counter-measures, seafood processing, refraction of the eye, design rigging plots, classify insurance claims, computer science, grading systems, classify books, sketchbook pro, classify audio-visual products, marine engineering, kazakh, determine skin type, vbscript, reflexion, medication classification, manage ict data classification, spring boot, genomics, deep learning, buddhism, marine technology, database management systems, cartography, manage database, fastapi, algebra, node.js, javascript, nosql, machine learning, assembly (computer programming), jenkins (tools for software configuration management), tools for software configuration management, information categorisation, javanese, mammalogy, data mining methods, java, computational physics, sql server, smart contract, abap, build predictive models, db2, data visualisation software, marine biology , prevent sea pollution, maritime meteorology, n1ql, decision support systems, customer segmentation, devops, assist water-based navigation, identify statistical patterns, establish aquarium, mathematical physics, microsoft access, typology, use concurrent programming, php, use spreadsheets software, ml (computer programming), agile development, operational research, deliver visual presentation of data, cook seafood, iterative development, artificial neural networks, matlab, data mining, gimp (graphics editor software), use databases, chinese, portuguese, database, medical statistics, build recommender systems, carry out statistical forecasts, distinguish lumber categories, bathymetry, computer graphics, use scripting programming","TensorFlow, PyTorch, Tableau, Power BI"
6,Data Analyst,True,0.842,0.71,-0.132,True,True,136,2,"cad software, clean negatives, perform data mining, postgresql, cobol, bengali, create a financial report, django, microsoft visio, calculate rigging plots, manage data, produce reports based on animal records, data quality assessment, computer programming, prepare purchasing reportings, business intelligence, data warehouse, wildlife, polish, cleaning techniques, analyse big data, scala, report on production results, perform data cleansing, oracle relational database, perl, xcode, ansible, plot show control cues, java (computer programming), report analysis results, swift (computer programming), internet of things, business analytics, write security reports, news analytics, analyse scientific data, office software, synfig, prepare scientific reports, filemaker (database management systems), microsoft visual c++, animal positions, interpret visual literacy, clean warehouse, create incident reports, normalise data, marketing analytics, animal species, adobe illustrator, implement data quality processes, c++, zoo community, tai chi, use microsoft office, communicate analytical insights, scientific computing, accounting, use word processing software, healthcare analytics, adobe photoshop, develop reporting software, perform online data analysis, prepare visual data, handle pigs, write meeting reports, generate reconciliation reports, read zoo reports, perform data analysis, danish, data engineering, data science, mysql, python (computer programming), metasploit, visual basic, cyber attack counter-measures, design rigging plots, manage cleaning activities, define data quality criteria, kazakh, vbscript, create gis reports, manage payroll reports, keep sheet records, buddhism, create risk reports, produce airport lighting system reports, database management systems, cartography, fastapi, javascript, informatica powercenter, machine learning, sql server integration services, qlikview expressor, assembly (computer programming), write signalling reports, tools for software configuration management, javanese, data analytics, mammalogy, analyse environmental data, data extraction, transformation and loading tools, prepare market research reports, remove contaminants, make data-driven decisions, java, visual presentation techniques, sql server, smart contract, abap, data visualisation software, db2, develop financial statistics reports, process data, microsoft access, use concurrent programming, use spreadsheets software, php, use office systems, ml (computer programming), write production reports, deliver visual presentation of data, matlab, data mining, gimp (graphics editor software), use databases, chinese, portuguese, database, use data processing techniques, pentaho data integration, write routine reports, computer graphics, use scripting programming","Tableau, R"
7,Machine Learning Engineer,True,0.6065,0.67,0.0635,True,True,264,5,"empirical analysis, codenvy, typescript, django, joomla, react, angular, manage data, objective-c, data quality assessment, write javanese, packaging engineering, cognitive computing, computer programming, create database diagrams, supervision of persons, collect samples for analysis, levels of software testing, polish, analyse big data, provide learning support, japanese, scala, eclipse (integrated development environment software), safety engineering, perl, plot show control cues, xcode, analyse experimental laboratory data, network engineering, supervise staff, diagnose defective engines, swift (computer programming), internet of things, perform safety data analysis, computer vision, synfig, conduct analysis of ship data, normalise data, implement data quality processes, c++, zoo community, engineering principles, maintain warehouse database, oracle warehouse builder, docker, data storage, interact verbally in javanese, tai chi, organisational learning, image recognition, surface engineering, test package, provide software testing documentation, scientific computing, test circuitry, prepare visual data, graphite, social pedagogy, test mechatronic units, assist students in their learning, perform data analysis, manage system testing, danish, conduct performance tests, develop test procedures, mysql, apply statistical analysis techniques, metasploit, prototyping development, understand written javanese, database development tools, visual basic, cyber attack counter-measures, examine engineering principles, cloud technologies, computer science, define data quality criteria, statistical quality control, kazakh, supervise educational staff, inspect data, analyse test data, deep learning, buddhism, database management systems, cartography, advise on learning methods, wireshark, fastapi, manage database, node.js, javascript, financial engineering, nosql, advise on soil and water protection, assembly (computer programming), javanese, data mining methods, analyse gambling data, remove contaminants, environmental legislation, automotive engineering, sql server, smart contract, abap, data visualisation software, db2, c#, solve problems, observe logs, usability engineering, execute integration testing, troubleshoot website, diagnose problems with vehicles, power engineering, perform software unit testing, agile development, develop procedures in case of defects, artificial neural networks, apache maven, data mining, validation of learning acquired through volunteering , portuguese, machine translation, hadoop, assess environmental impact, distributed computing, detect bottlenecks, medical statistics, carry out statistical forecasts, supervise data entry, computer graphics, use scripting programming, clean negatives, kdevelop, perform data mining, postgresql, cobol, sass, bengali, apply control process statistical methods, test electronic units, calculate rigging plots, microsoft visio, algorithms, performance diagnosis, android (mobile operating systems), unstructured data, diagnose fuel systems, industrial engineering, signal processing, utilise machine learning, identify problems, precision engineering, security engineering, wildlife, cleaning techniques, use specific data analysis software, develop automated software tests, natural language processing, statistical analysis system software, perform data cleansing, physics, oracle relational database, financial analysis, manage tests, supervise students in social services, ansible, next.js, develop ict test suite, manage product testing, java (computer programming), traffic engineering, learning technologies, apache tomcat, statistics, business analytics, analyse scientific data, root cause analysis, food engineering, animal positions, microsoft visual c++, clean warehouse, statistical modeling techniques, marketing analytics, animal species, compile statistical data for insurance purposes, ict debugging tools, supervise work, perform online data analysis, puppet (tools for software configuration management), investigate security issues, handle pigs, read zoo reports, production engineering, reinforce positive behaviour, oracle weblogic, data engineering, data science, design engineering components, use methods of logistical data analysis, python (computer programming), kubernetes, biostatistics, perform product testing, develop predictive models, develop code exploits, design rigging plots, logging, sketchbook pro, manage cleaning activities, computer assisted language learning, execute software tests, vbscript, spring boot, genomics, reverse engineering, algebra, informatica powercenter, engineering processes, analyse data about clients, jenkins (tools for software configuration management), tools for software configuration management, mammalogy, data analytics, communicate with external laboratories, integrated development environment software, analyse environmental data, data extraction, transformation and loading tools, use learning strategies, computational physics, debug software, build predictive models, troubleshoot, groovy, quantitative analysis, unified modelling language, supervise spoken language learning, devops, plan software testing, process data, identify statistical patterns, mathematical physics, perform sample testing, coffeescript, use concurrent programming, test procedures, php, understand spoken javanese, ml (computer programming), inspect printing output, document analysis results, deliver visual presentation of data, iterative development, matlab, gimp (graphics editor software), use databases, chinese, database, use data processing techniques, remove contaminated materials, build recommender systems, work under supervision in care","TensorFlow, PyTorch, AWS, Azure, GCP"
8,DevOps Engineer,True,0.8158,0.39,-0.4258,True,False,151,14,"report on window damage, postgresql, sass, bengali, apply basic programming skills, remove windshields, django, joomla, microsoft visio, react, angular, protect window frames, r, android (mobile operating systems), objective-c, manage second level engines, tend open pans, write javanese, ceramic ware, stow cargo, respond to incidents in cloud, erlang, computer programming, automate cloud tasks, data warehouse, hardware platforms, coordinate dock operations, develop automated software tests, scala, japanese, eclipse (integrated development environment software), apply flux, manage tests, clean industrial containers, perl, ldap, set window, xcode, ansible, dock operations, write dock records, electrooptics, java (computer programming), run laboratory simulations, apache tomcat, smed, moor vessels, haskell, swedish, office software, jsss, synfig, install containers, install roof windows, microsoft visual c++, c++, sql, types of glazing, drupal, data storage, interact verbally in javanese, detect flaws in bottles, web programming, change window displays, chef (tools for software configuration management), puppet (tools for software configuration management), ict system programming, prepare flambeed dishes, prince2 project management, graphite, wordpress, oracle weblogic, test pipeline infrastructure operations, lisp, data science, develop with cloud services, operate open source software, mysql, control open-fire kettles, python (computer programming), kubernetes, maintain aquaculture containers, metasploit, understand written javanese, visual basic, manage food manufacturing laboratory, solidity, cloud technologies, computer science, triplestore, prepare containers for beverage fermentation, ibm websphere, good laboratory practice, execute software tests, vbscript, spring boot, genomics, buddhism, marine technology, tools for ict test automation, glassware products, fastapi, node.js, javascript, cloud security and compliance, nosql, jenkins (tools for software configuration management), tools for software configuration management, deploy cloud resource, javanese, mobile operating systems, less, spark, install windshields, sql server, edit scripts, abap, db2, groovy, latin, e-commerce systems, install operating system, electroform, n1ql, types of containers, prepare containers for beverage distillation, c#, devops, test pharmaceutical process, execute integration testing, handle glassware, perform software unit testing, microsoft access, sas language, fill kettle, php, understand spoken javanese, agile development, kali linux, iterative development, apl, operating systems, style sheet languages, apache maven, do cloud refactoring, staf, gimp (graphics editor software), lab scale fermentation, hadoop, sap r3, use scripting programming","RDS, Lambda, VPC, ECS, EKS, GitLab CI/CD, Azure DevOps, Terraform, CloudFormation, Bash, PowerShell, Prometheus, Grafana, ELK Stack"
9,AWS Cloud Architect,True,0.8169,0.62,-0.1969,True,True,185,6,"e-learning software infrastructure, salt (tools for software configuration management), postgresql, sass, bengali, typescript, django, virtual reality, r, react, angular, pour terrazzo, web services, android (mobile operating systems), objective-c, manage second level engines, maintain ict identity management, blackarch, stow cargo, respond to incidents in cloud, erlang, computer programming, automate cloud tasks, fuel distribution systems, design database scheme, data warehouse, asset management, hardware platforms, manage intellectual property rights, apply ict system usage policies, coordinate dock operations, inter-organisational middleware system , id tech, scala, implement a firewall, use session border controller, cisco, mdx, clean industrial containers, ldap, perl, dock operations, xcode, ansible, next.js, manage information access aids, write dock records, electrooptics, linq, common lisp, use functional programming, java (computer programming), maintain telephony system, manage aeronautical information management services, vegetation control, smed, moor vessels, haskell, swedish, jsss, synfig, russian, install containers, dump contents into vat, microsoft visual c++, enable access to services, apply information security policies, direct distribution operations, mashing process, software frameworks, sql, c++, drupal, data storage, organisational policies, web programming, chef (tools for software configuration management), perform vats, puppet (tools for software configuration management), decentralized application frameworks, prince2 project management, vyper, information architecture, graphite, outline blockchain-based identity management, finish shells, wordpress, lams, test pipeline infrastructure operations, lisp, process payments, dies, data science, develop with cloud services, operate open source software, mysql, vagrant, kubernetes, python (computer programming), blackberry, maintain aquaculture containers, log transmitter readings, greek, ict encryption, metasploit, visual basic, solidity, cloud technologies, air traffic management, triplestore, digital identity management, ibm websphere, information governance compliance, visual flight rules, operate radio navigation instruments, radars, vbscript, lasers, spring boot, genomics, buddhism, ipc standards, marine technology, fastapi, vertical markets, node.js, javascript framework, cloud security and compliance, nosql, use global distribution system, write basque, digital systems, establish an information security management system, jenkins (tools for software configuration management), deploy cloud resource, design control systems, mobile operating systems, spark, vacuum surfaces, less, litmos, integrated pest management, resuscitation, hebrew, java, abap, db2, e-commerce systems, electroform, n1ql, decision support systems, groovy, latin, types of containers, microwave principles, call routing, devops, teradata database, distributed directory information services, basque, sas language, coffeescript, blast surface, php, ml (computer programming), agile development, manage ict virtualisation environments, kurdish, kali linux, iterative development, apl, operating systems, do cloud refactoring, staf, proxy servers, gimp (graphics editor software), operate call distribution system, use interface description language, hadoop, distributed computing, sap r3, implement ict security policies, industrial research and development, implement a virtual private network, use scripting programming","CloudWatch, CloudFormation, Route 53, SQS, SNS, EKS"
10,QA Automation Engineer,True,0.8356,0.54,-0.2956,True,True,85,6,"postgresql, sass, codenvy, cobol, mysql, python (computer programming), kubernetes, test electronic units, vagrant, python, joomla, microsoft visio, react, angular, wildfly, understand written javanese, android (mobile operating systems), cyber attack counter-measures, objective-c, write javanese, computer programming, execute software tests, spring boot, scala, develop automated software tests, japanese, genomics, monitor drivers, tools for ict test automation, eclipse (integrated development environment software), database management systems, manage tests, oracle relational database, javascript, xcode, ansible, replicate customer software issues, develop ict test suite, jenkins (tools for software configuration management), java (computer programming), assembly (computer programming), swift (computer programming), havok vision, internet of things, apache tomcat, tools for software configuration management, manage backlogs, javanese, grovo, jsss, sql server, moodle, smart contract, abap, db2, groovy, tend vines, c#, neo4j, devops, execute integration testing, perform software unit testing, use concurrent programming, handle helpdesk problems, docker, understand spoken javanese, agile development, interact verbally in javanese, oracle weblogic, test package, web programming, moem, samurai web testing framework, iterative development, puppet (tools for software configuration management), apache maven, asp.net, graphite, gimp (graphics editor software), use databases, hadoop, database, manage system testing, agile project management, develop test procedures","Playwright, Cypress, Postman, JMeter, Jenkins, GitLab CI"
